year	orgnr	organisasjon_navn	medlemmer
"2016"	"983652506"	"Islamske Opplærings Senter"	"2839"
"2017"	"983652506"	"Islamske Opplærings Senter"	"2976"
"2010"	"983734928"	"International Victory Fellowship"	"55"
"2011"	"983734928"	"International Victory Fellowship"	"63"
"2012"	"983734928"	"International Victory Fellowship"	"64"
"2013"	"983734928"	"International Victory Fellowship"	"65"
"2014"	"983734928"	"International Victory Fellowship"	"65"
"2015"	"983734928"	"International Victory Fellowship"	"63"
"2016"	"983734928"	"International Victory Fellowship"	"65"
"2017"	"983734928"	"International Victory Fellowship"	"64"
"2010"	"983763154"		"—"
"2011"	"983763154"		"—"
"2012"	"983763154"		"—"
"2013"	"983763154"		"—"
"2014"	"983763154"	"Oslokirken"	"9"
"2015"	"983763154"	"Oslokirken"	"10"
"2016"	"983763154"		"—"
"2017"	"983763154"		"—"
"2010"	"983810489"	"Iglesia Internacional Remanente Noruega"	"64"
"2011"	"983810489"	"Iglesia Internacional Remanente Noruega"	"65"
"2012"	"983810489"	"Iglesia Internacional Remanente Noruega"	"64"
"2013"	"983810489"	"Iglesia Internacional Remanente Noruega"	"63"
"2014"	"983810489"	"Iglesia Internacional Remanente Noruega"	"61"
"2015"	"983810489"	"Iglesia Internacional Remanente Noruega"	"63"
"2016"	"983810489"	"Iglesia Internacional Remanente Noruega"	"60"
"2017"	"983810489"		"—"
"2010"	"983891861"	"Huskirka i Rennesøy"	"11"
"2011"	"983891861"	"Huskirka i Rennesøy"	"10"
"2012"	"983891861"	"Huskirka i Rennesøy"	"9"
"2013"	"983891861"	"Huskirka i Rennesøy"	"9"
"2014"	"983891861"	"Huskirka i Rennesøy"	"9"
"2015"	"983891861"	"Huskirka i Rennesøy"	"10"
"2016"	"983891861"	"Huskirka i Rennesøy"	"10"
"2017"	"983891861"	"Huskirka i Rennesøy"	"10"
"2010"	"983901867"	"Den Etiopiske Ortodokse Kirke i Norge"	"163"
"2011"	"983901867"	"Den Etiopiske Ortodokse Kirke i Norge"	"228"
"2012"	"983901867"	"Den Etiopiske Ortodokse Kirke i Norge"	"273"
"2013"	"983901867"	"Den Etiopiske Ortodokse Kirke i Norge"	"315"
"2014"	"983901867"	"Den Etiopiske Ortodokse Kirke i Norge"	"346"
"2015"	"983901867"	"Den Etiopiske Ortodokse Kirke i Norge"	"414"
"2016"	"983901867"	"Den Etiopiske Ortodokse Kirke i Norge"	"623"
"2017"	"983901867"	"Den Etiopiske Ortodokse Kirke i Norge"	"673"
"2010"	"983915558"	"Kristent Fellesskap Vestfold"	"64"
"2011"	"983915558"	"Kristent Fellesskap Vestfold"	"38"
"2012"	"983915558"	"Kristent Fellesskap Vestfold"	"49"
"2013"	"983915558"	"Kristent Fellesskap Vestfold"	"43"
"2014"	"983915558"	"Kristent Fellesskap Vestfold"	"45"
"2015"	"983915558"		"—"
"2016"	"983915558"	"Kristent Fellesskap Vestfold"	"42"
"2017"	"983915558"	"Kristent Fellesskap Vestfold"	"39"
"2010"	"983928048"	"Islamsk Kulturforening"	"597"
"2011"	"983928048"	"Islamsk Kulturforening"	"738"
"2012"	"983928048"	"Islamsk Kulturforening"	"754"
"2013"	"983928048"	"Islamsk Kulturforening"	"801"
"2014"	"983928048"	"Islamsk Kulturforening"	"833"
"2015"	"983928048"	"Islamsk Kulturforening"	"924"
"2016"	"983928048"	"Islamsk Kulturforening"	"961"
"2017"	"983928048"	"Islamsk Kulturforening"	"1044"
"2010"	"983999263"	"Muslimsk Kultur Senter"	"612"
"2011"	"983999263"	"Muslimsk Kultur Senter"	"597"
"2012"	"983999263"	"Muslimsk Kultur Senter"	"670"
"2013"	"983999263"	"Muslimsk Kultur Senter"	"662"
"2014"	"983999263"	"Muslimsk Kultur Senter"	"679"
"2015"	"983999263"	"Muslimsk Kultur Senter"	"655"
"2016"	"983999263"	"Muslimsk Kultur Senter"	"675"
"2017"	"983999263"	"Muslimsk Kultur Senter"	"671"
"2010"	"984039867"	"Den Hellige Stormartyr Irina Menighet"	"168"
"2011"	"984039867"	"Den Hellige Stormartyr Irina Menighet"	"166"
"2012"	"984039867"	"Den Hellige Stormartyr Irina Menighet"	"166"
"2013"	"984039867"	"Hellige Irina Menighet"	"206"
"2014"	"984039867"	"Hellige Irina Menighet"	"250"
"2015"	"984039867"	"Hellige Irina Menighet"	"289"
"2016"	"984039867"	"Hellige Irina Menighet"	"347"
"2017"	"984039867"		"—"
"2010"	"984070454"	"Familiekirken"	"160"
"2011"	"984070454"	"Familiekirken"	"144"
"2012"	"984070454"	"Familiekirken"	"143"
"2013"	"984070454"	"Familiekirken"	"146"
"2014"	"984070454"	"Familiekirken"	"151"
"2015"	"984070454"	"Familiekirken"	"142"
"2016"	"984070454"	"Familiekirken"	"132"
"2017"	"984070454"	"Familiekirken"	"133"
"2010"	"984083963"		"—"
"2011"	"984083963"		"—"
"2012"	"984083963"	"Den Frie Evangeliske Forsamling Betel Svennevik"	"106"
"2013"	"984083963"	"Den Frie Evangeliske Forsamling Betel Svennevik"	"114"
"2014"	"984083963"	"Den Frie Evangeliske Forsamling Betel Svennevik"	"112"
"2015"	"984083963"	"Den Frie Evangeliske Forsamling Betel Svennevik"	"115"
"2016"	"984083963"	"Den Frie Evangeliske Forsamling Betel Svennevik"	"117"
"2017"	"984083963"	"Den Frie Evangeliske Forsamling Betel Svennevik"	"120"
"2010"	"984159307"	"Pinsemenigheten Sion"	"36"
"2011"	"984159307"	"Pinsemenigheten Sion"	"37"
"2012"	"984159307"	"Pinsemenigheten Sion"	"34"
"2013"	"984159307"	"Pinsemenigheten Sion"	"37"
"2014"	"984159307"	"Pinsemenigheten Sion"	"34"
"2015"	"984159307"	"Pinsemenigheten Sion"	"33"
"2016"	"984159307"	"Pinsemenigheten Sion"	"32"
"2017"	"984159307"	"Pinsemenigheten Sion"	"30"
"2010"	"984175841"	"Rogaland Islamske Fellesforening"	"367"
"2011"	"984175841"	"Rogaland Islamske Fellesforening"	"397"
"2012"	"984175841"	"Rogaland Islamske Fellesforening"	"442"
"2013"	"984175841"	"Rogaland Islamske Fellesforening"	"442"
"2014"	"984175841"	"Rogaland Islamske Fellesforening"	"550"
"2015"	"984175841"	"Rogaland Islamske Fellesforening"	"596"
"2016"	"984175841"	"Rogaland Islamske Fellesforening"	"624"
"2017"	"984175841"	"Rogaland Islamske Fellesforening"	"602"
"2010"	"984196067"	"Imam Bediuzzeman Camii"	"1728"
"2011"	"984196067"	"Imam Bediuzzeman Camii"	"1890"
"2012"	"984196067"	"Imam Bediuzzeman Camii"	"1974"
"2013"	"984196067"	"Imam Bediuzzeman Camii"	"2017"
"2014"	"984196067"	"Imam Bediuzzeman Camii"	"2175"
"2015"	"984196067"	"Imam Bediuzzeman Camii"	"2465"
"2016"	"984196067"	"Imam Bediuzzeman Camii"	"2870"
"2017"	"984196067"	"Imam Bediuzzeman Camii"	"2855"
"2010"	"984221568"		"—"
"2011"	"984221568"	"Den Greske Orthodokse Menighet Evangelismos Tis Theotokou"	"346"
"2012"	"984221568"	"Den Greske Orthodokse Menighet Evangelismos Tis Theotokou"	"368"
"2013"	"984221568"	"Den Greske Orthodokse Menighet Evangelismos Tis Theotokou"	"470"
"2014"	"984221568"	"Den Greske Orthodokse Menighet Evangelismos Tis Theotokou"	"712"
"2015"	"984221568"	"Den Greske Orthodokse Menighet Evangelismos Tis Theotokou"	"968"
"2016"	"984221568"	"Den Greske Orthodokse Menighet Evangelismos Tis Theotokou"	"1244"
"2017"	"984221568"	"Den Greske Orthodokse Menighet Evangelismos Tis Theotokou"	"1433"
"2010"	"984241933"	"Den Nordisk Katolske Kirke i Norge"	"95"
"2011"	"984241933"	"Den Nordisk Katolske Kirke i Norge"	"105"
"2012"	"984241933"	"Den Nordisk Katolske Kirke i Norge"	"110"
"2013"	"984241933"	"Den Nordisk Katolske Kirke i Norge"	"111"
"2014"	"984241933"	"Den Nordisk Katolske Kirke i Norge"	"114"
"2015"	"984241933"	"Den Nordisk Katolske Kirke i Norge"	"118"
"2016"	"984241933"	"Den Nordisk Katolske Kirke i Norge"	"95"
"2017"	"984241933"	"Den Nordisk Katolske Kirke i Norge"	"95"
"2010"	"984246315"	"Idara Minhaj-Ul-Quran Rogaland"	"244"
"2011"	"984246315"	"Idara Minhaj-Ul-Quran Rogaland"	"280"
"2012"	"984246315"	"Minhaj-Ul-Quran International Rogaland"	"252"
"2013"	"984246315"	"Minhaj-Ul-Quran International Rogaland"	"248"
"2014"	"984246315"	"Minhaj-Ul-Quran International Rogaland"	"203"
"2015"	"984246315"	"Minhaj-Ul-Quran International Rogaland"	"158"
"2016"	"984246315"	"Minhaj-Ul-Quran International Rogaland"	"153"
"2017"	"984246315"	"Minhaj-Ul-Quran International Rogaland"	"141"
"2010"	"984361270"	"Den Norske Sotozen Buddhist Orden"	"85"
"2011"	"984361270"	"Den Norske Sotozen Buddhist Orden"	"92"
"2012"	"984361270"	"Den Norske Sotozen Buddhist Orden"	"111"
"2013"	"984361270"	"Den Norske Sotozen Buddhist Orden"	"111"
"2014"	"984361270"	"Den Norske Sotozen Buddhist Orden"	"155"
"2015"	"984361270"	"Den Norske Sotozen Buddhist Orden"	"162"
"2016"	"984361270"	"Den Norske Sotozen Buddhist Orden"	"172"
"2017"	"984361270"	"Den Norske Sotozen Buddhist Orden"	"210"
"2010"	"984500068"	"Den Islamske Forening"	"237"
"2011"	"984500068"	"Den Islamske Forening"	"252"
"2012"	"984500068"	"Den Islamske Forening"	"285"
"2013"	"984500068"	"Den Islamske Forening"	"283"
"2014"	"984500068"	"Den Islamske Forening"	"333"
"2015"	"984500068"	"Den Islamske Forening"	"355"
"2016"	"984500068"	"Den Islamske Forening"	"380"
"2017"	"984500068"	"Den Islamske Forening"	"389"
"2010"	"984525206"		"—"
"2011"	"984525206"	"Gurduara Sri Guru Nanak Dev Ji"	"1909"
"2012"	"984525206"		"—"
"2013"	"984525206"	"Gurduara Sri Guru Nanak Dev Ji"	"2173"
"2014"	"984525206"	"Gurduara Sri Guru Nanak Dev Ji"	"2167"
"2015"	"984525206"	"Gurduara Sri Guru Nanak Dev Ji"	"2189"
"2016"	"984525206"	"Gurduara Sri Guru Nanak Dev Ji"	"2264"
"2017"	"984525206"	"Gurduara Sri Guru Nanak Dev Ji"	"2318"
"2010"	"984571399"	"Karmøy Apostoliske Menighet"	"31"
"2011"	"984571399"	"Karmøy Apostoliske Menighet"	"30"
"2012"	"984571399"	"Karmøy Apostoliske Menighet"	"30"
"2013"	"984571399"	"Karmøy Apostoliske Menighet"	"30"
"2014"	"984571399"		"—"
"2015"	"984571399"	"Karmøy Apostoliske Menighet"	"28"
"2016"	"984571399"	"Karmøy Apostoliske Menighet"	"25"
"2017"	"984571399"	"Karmøy Apostoliske Menighet"	"26"
"2010"	"984573413"	"Islamsk Anatolia Bektashi Trossamfunn"	"66"
"2011"	"984573413"	"Islamsk Anatolia Bektashi Trossamfunn"	"67"
"2012"	"984573413"	"Islamsk Anatolia Bektashi Trossamfunn"	"68"
"2013"	"984573413"	"Islamsk Anatolia Bektashi Trossamfunn"	"68"
"2014"	"984573413"	"Islamsk Anatolia Bektashi Trossamfunn"	"68"
"2015"	"984573413"	"Islamsk Anatolia Bektashi Trossamfunn"	"68"
"2016"	"984573413"	"Islamsk Anatolia Bektashi Trossamfunn"	"69"
"2017"	"984573413"	"Islamsk Anatolia Bektashi Trossamfunn"	"69"
"2010"	"984581629"	"Sion Pinsemenighet"	"14"
"2011"	"984581629"	"Sion Pinsemenighet"	"14"
"2012"	"984581629"		"—"
"2013"	"984581629"	"Sion Pinsemenighet"	"14"
"2014"	"984581629"	"Sion Pinsemenighet"	"15"
"2015"	"984581629"	"Sion Pinsemenighet"	"15"
"2016"	"984581629"	"Sion Pinsemenighet"	"15"
"2017"	"984581629"	"Sion Pinsemenighet"	"14"
"2010"	"984625642"		"—"
"2011"	"984625642"		"—"
"2012"	"984625642"		"—"
"2013"	"984625642"	"Arken Karmøy"	"23"
"2014"	"984625642"	"Arken Karmøy"	"17"
"2015"	"984625642"	"Arken Karmøy"	"19"
"2016"	"984625642"	"Arken Karmøy"	"15"
"2017"	"984625642"	"Arken Karmøy"	"9"
"2010"	"984653972"	"Rhema Misjonsmenighet"	"46"
"2011"	"984653972"	"Rhema Misjonsmenighet"	"48"
"2012"	"984653972"	"Rhema Misjonsmenighet"	"26"
"2013"	"984653972"	"Rhema Misjonsmenighet"	"29"
"2014"	"984653972"		"—"
"2015"	"984653972"		"—"
"2016"	"984653972"		"—"
"2017"	"984653972"		"—"
"2010"	"984661894"	"Livets Senter Hamar"	"117"
"2011"	"984661894"	"Livets Senter Hamar"	"117"
"2012"	"984661894"	"Livets Senter Hamar"	"110"
"2013"	"984661894"	"Livets Senter Hamar"	"117"
"2014"	"984661894"	"Livets Senter Hamar"	"118"
"2015"	"984661894"	"Livets Senter Hamar"	"128"
"2016"	"984661894"	"Livets Senter Hamar"	"144"
"2017"	"984661894"	"Livets Senter Hamar"	"169"
"2010"	"984694407"	"Muslim Senter Furuset Oslo Norway"	"898"
"2011"	"984694407"	"Muslim Senter Furuset Oslo Norway"	"909"
"2012"	"984694407"	"Muslim Senter Furuset Oslo Norway"	"947"
"2013"	"984694407"	"Muslim Senter Furuset Oslo Norway"	"981"
"2014"	"984694407"	"Muslim Senter Furuset Oslo Norway"	"1004"
"2015"	"984694407"	"Muslim Senter Furuset Oslo Norway"	"1018"
"2016"	"984694407"	"Muslim Senter Furuset Oslo Norway"	"1069"
"2017"	"984694407"	"Muslim Senter Furuset Oslo Norway"	"1172"
"2010"	"984852495"	"Intro"	"139"
"2011"	"984852495"	"Intro"	"216"
"2012"	"984852495"	"Intro"	"214"
"2013"	"984852495"	"Intro"	"363"
"2014"	"984852495"	"Intro"	"461"
"2015"	"984852495"		"—"
"2016"	"984852495"		"—"
"2017"	"984852495"		"—"
"2010"	"984878915"	"Fevik Misjonskirke"	"108"
"2011"	"984878915"		"—"
"2012"	"984878915"		"—"
"2013"	"984878915"		"—"
"2014"	"984878915"		"—"
"2015"	"984878915"		"—"
"2016"	"984878915"		"—"
"2017"	"984878915"		"—"
"2010"	"984890753"	"Shri Guru Nanak Niwas"	"879"
"2011"	"984890753"	"Shri Guru Nanak Niwas"	"905"
"2012"	"984890753"	"Shri Guru Nanak Niwas"	"965"
"2013"	"984890753"	"Shri Guru Nanak Niwas"	"977"
"2014"	"984890753"	"Shri Guru Nanak Niwas"	"1022"
"2015"	"984890753"	"Shri Guru Nanak Niwas"	"1056"
"2016"	"984890753"	"Shri Guru Nanak Niwas"	"1094"
"2017"	"984890753"	"Shri Guru Nanak Niwas"	"1100"
"2010"	"984939760"	"Smyrna Menigheten"	"11"
"2011"	"984939760"	"Smyrna Menigheten"	"9"
"2012"	"984939760"	"Smyrna Menigheten"	"6"
"2013"	"984939760"	"Smyrna Menigheten"	"7"
"2014"	"984939760"	"Smyrna Menigheten"	"7"
"2015"	"984939760"	"Smyrna Menigheten"	"7"
"2016"	"984939760"	"Smyrna Menigheten"	"9"
"2017"	"984939760"	"Smyrna Menigheten"	"9"
"2010"	"984941110"	"Fellesskapskirken i Åsane Bergen"	"125"
"2011"	"984941110"	"Fellesskapskirken i Åsane Bergen"	"106"
"2012"	"984941110"	"Fellesskapskirken i Åsane Bergen"	"91"
"2013"	"984941110"	"Fellesskapskirken i Åsane Bergen"	"83"
"2014"	"984941110"	"Fellesskapskirken i Åsane Bergen"	"77"
"2015"	"984941110"	"Fellesskapskirken i Åsane Bergen"	"77"
"2016"	"984941110"	"Fellesskapskirken i Åsane Bergen"	"77"
"2017"	"984941110"	"Fellesskapskirken i Åsane Bergen"	"75"
"2010"	"984998988"	"The Redeemed Christian Church Of God"	"55"
"2011"	"984998988"	"The Redeemed Christian Church Of God"	"79"
"2012"	"984998988"	"The Redeemed Christian Church Of God"	"59"
"2013"	"984998988"	"The Redeemed Christian Church Of God"	"76"
"2014"	"984998988"	"The Redeemed Christian Church Of God"	"75"
"2015"	"984998988"	"The Redeemed Christian Church Of God"	"102"
"2016"	"984998988"		"—"
"2017"	"984998988"	"The Redeemed Christian Church Of God"	"82"
"2010"	"985255482"	"Ålesund Jamii Islamsk Senter"	"286"
"2011"	"985255482"	"Ålesund Jamii Islamsk Senter"	"285"
"2012"	"985255482"	"Ålesund Jamii Islamsk Senter"	"336"
"2013"	"985255482"	"Ålesund Jamii Islamsk Senter"	"373"
"2014"	"985255482"	"Ålesund Jamii Islamsk Senter"	"357"
"2015"	"985255482"	"Ålesund Jamii Islamsk Senter"	"462"
"2016"	"985255482"	"Ålesund Jamii Islamsk Senter"	"617"
"2017"	"985255482"	"Ålesund Jamii Islamsk Senter"	"752"
"2010"	"985279586"	"Menigheten Arena"	"87"
"2011"	"985279586"	"Menigheten Arena"	"94"
"2012"	"985279586"	"Menigheten Arena"	"126"
"2013"	"985279586"	"Menigheten Arena"	"147"
"2014"	"985279586"	"Menigheten Arena"	"169"
"2015"	"985279586"	"Menigheten Arena"	"188"
"2016"	"985279586"	"Menigheten Arena"	"190"
"2017"	"985279586"	"Menigheten Arena"	"198"
"2010"	"985282854"	"New Life Ålesund Bibel og Misjonssenter"	"17"
"2011"	"985282854"		"—"
"2012"	"985282854"	"New Life Ålesund Bibel og Misjonssenter"	"14"
"2013"	"985282854"	"New Life Ålesund Bibel og Misjonssenter"	"14"
"2014"	"985282854"	"New Life Ålesund Bibel og Misjonssenter"	"14"
"2015"	"985282854"	"New Life Ålesund Bibel og Misjonssenter"	"20"
"2016"	"985282854"	"New Life Ålesund Bibel og Misjonssenter"	"19"
"2017"	"985282854"	"New Life Ålesund Bibel og Misjonssenter"	"20"
"2010"	"985345619"	"Sosialhumanistene"	"315"
"2011"	"985345619"	"Sosialhumanistene"	"501"
"2012"	"985345619"	"Sosialhumanistene"	"707"
"2013"	"985345619"	"Humanistforbundet"	"884"
"2014"	"985345619"	"Humanistforbundet"	"1193"
"2015"	"985345619"	"Humanistforbundet"	"1581"
"2016"	"985345619"	"Humanistforbundet"	"1869"
"2017"	"985345619"	"Humanistforbundet"	"2573"
"2010"	"985515158"	"Islamsk Senter for Nord Norge"	"474"
"2011"	"985515158"	"Islamsk Senter for Nord Norge"	"625"
"2012"	"985515158"	"Islamsk Senter for Nord Norge"	"734"
"2013"	"985515158"	"Islamsk Senter for Nord Norge"	"809"
"2014"	"985515158"	"Islamsk Senter for Nord Norge"	"880"
"2015"	"985515158"	"Islamsk Senter for Nord Norge"	"1042"
"2016"	"985515158"	"Islamsk Senter for Nord Norge"	"1099"
"2017"	"985515158"	"Islamsk Senter for Nord Norge"	"1034"
"2010"	"985569061"	"Guds Menighet Ørsnes"	"456"
"2011"	"985569061"	"Guds Menighet Ørsnes"	"447"
"2012"	"985569061"	"Guds Menighet Ørsnes"	"446"
"2013"	"985569061"	"Guds Menighet Ørsnes"	"447"
"2014"	"985569061"	"Guds Menighet Ørsnes"	"456"
"2015"	"985569061"	"Guds Menighet Ørsnes"	"450"
"2016"	"985569061"	"Guds Menighet Ørsnes"	"462"
"2017"	"985569061"	"Guds Menighet Ørsnes"	"473"
"2010"	"985637865"	"Islamsk Kultursenter Bodø"	"575"
"2011"	"985637865"	"Islamsk Kultursenter Nordland"	"735"
"2012"	"985637865"	"Islamsk Kultursenter Nordland"	"835"
"2013"	"985637865"	"Islamsk Kultursenter Nordland"	"919"
"2014"	"985637865"	"Islamsk Kultursenter Nordland"	"956"
"2015"	"985637865"	"Islamsk Kultursenter Nordland"	"1169"
"2016"	"985637865"	"Islamsk Kultursenter Nordland"	"1156"
"2017"	"985637865"	"Islamsk Kultursenter Nordland"	"1263"
"2010"	"985662509"	"Holistisk Forbund"	"676"
"2011"	"985662509"	"Holistisk Forbund"	"786"
"2012"	"985662509"	"Holistisk Forbund"	"832"
"2013"	"985662509"	"Holistisk Forbund"	"858"
"2014"	"985662509"	"Holistisk Forbund"	"876"
"2015"	"985662509"	"Holistisk Forbund"	"870"
"2016"	"985662509"	"Holistisk Forbund"	"874"
"2017"	"985662509"	"Holistisk Forbund"	"861"
"2010"	"985663882"	"Buskerud og Vestfold Muslimske Trossamfunn"	"902"
"2011"	"985663882"	"Buskerud og Vestfold Muslimske Trossamfunn"	"932"
"2012"	"985663882"	"Buskerud og Vestfold Muslimske Trossamfunn"	"954"
"2013"	"985663882"	"Buskerud og Vestfold Muslimske Trossamfunn"	"980"
"2014"	"985663882"	"Buskerud og Vestfold Muslimske Trossamfunn"	"1089"
"2015"	"985663882"	"Buskerud og Vestfold Muslimske Trossamfunn"	"1160"
"2016"	"985663882"	"Buskerud og Vestfold Muslimske Trossamfunn"	"1246"
"2017"	"985663882"	"Buskerud og Vestfold Muslimske Trossamfunn"	"1280"
"2010"	"985695318"	"Muslim Forum Sandnes"	"465"
"2011"	"985695318"	"Muslim Forum Sandnes"	"612"
"2012"	"985695318"	"Muslim Forum Sandnes"	"740"
"2013"	"985695318"	"Muslim Forum Sandnes"	"745"
"2014"	"985695318"	"Muslim Forum Sandnes"	"935"
"2015"	"985695318"	"Muslim Forum Sandnes"	"969"
"2016"	"985695318"	"Muslim Forum Sandnes"	"1094"
"2017"	"985695318"	"Muslim Forum Sandnes"	"1103"
"2010"	"985702314"	"Buddhistforbundet"	"10862"
"2011"	"985702314"	"Buddhistforbundet"	"11519"
"2012"	"985702314"	"Buddhistforbundet"	"11947"
"2013"	"985702314"	"Buddhistforbundet"	"12427"
"2014"	"985702314"	"Buddhistforbundet"	"12748"
"2015"	"985702314"	"Buddhistforbundet"	"12994"
"2016"	"985702314"	"Buddhistforbundet"	"13246"
"2017"	"985702314"	"Buddhistforbundet"	"11249"
"2010"	"985715327"	"Muslimsk Trosamfunn Nord-Trøndelag"	"213"
"2011"	"985715327"	"Muslimsk Trosamfunn Nord-Trøndelag"	"269"
"2012"	"985715327"	"Muslimsk Trosamfunn Nord-Trøndelag"	"287"
"2013"	"985715327"	"Muslimsk Trosamfunn Nord-Trøndelag"	"336"
"2014"	"985715327"	"Muslimsk Trosamfunn Nord-Trøndelag"	"349"
"2015"	"985715327"	"Muslimsk Trosamfunn Nord-Trøndelag"	"426"
"2016"	"985715327"	"Muslimsk Trosamfunn Nord-Trøndelag"	"461"
"2017"	"985715327"	"Muslimsk Trosamfunn Nord-Trøndelag"	"505"
"2010"	"985815062"	"All Nations Full Gospel Church Norway"	"123"
"2011"	"985815062"	"All Nations Full Gospel Church Norway"	"143"
"2012"	"985815062"	"All Nations Full Gospel Church Norway"	"152"
"2013"	"985815062"	"All Nations Full Gospel Church Norway"	"122"
"2014"	"985815062"	"All Nations Full Gospel Church Norway"	"136"
"2015"	"985815062"	"All Nations Full Gospel Church Norway"	"148"
"2016"	"985815062"		"—"
"2017"	"985815062"	"All Nations Full Gospel Church Norway"	"125"
"2010"	"985817669"		"—"
"2011"	"985817669"	"Det Norske Zarathushthriske Trossamfunn (Dnzt)"	"22"
"2012"	"985817669"	"Det Norske Zarathushthriske Trossamfunn (Dnzt)"	"47"
"2013"	"985817669"	"Det Norske Zarathushthriske Trossamfunn (Dnzt)"	"65"
"2014"	"985817669"	"Det Norske Zarathushthriske Trossamfunn (Dnzt)"	"116"
"2015"	"985817669"	"Det Norske Zarathushthriske Trossamfunn (Dnzt)"	"121"
"2016"	"985817669"		"—"
"2017"	"985817669"	"Det Norske Zarathushthriske Trossamfunn (Dnzt)"	"141"
"2010"	"985821593"	"Klippen Lofoten"	"33"
"2011"	"985821593"	"Klippen Lofoten"	"38"
"2012"	"985821593"	"Klippen Lofoten"	"39"
"2013"	"985821593"	"Klippen Lofoten"	"48"
"2014"	"985821593"	"Klippen Lofoten"	"36"
"2015"	"985821593"		"—"
"2016"	"985821593"	"Klippen Lofoten"	"49"
"2017"	"985821593"	"Klippen Lofoten"	"50"
"2010"	"985855676"	"Hope Follo Kristne Menighet"	"38"
"2011"	"985855676"	"Hope Follo Kristne Menighet"	"41"
"2012"	"985855676"	"Hope Follo Kristne Menighet"	"40"
"2013"	"985855676"	"Hope Follo Kristne Menighet"	"37"
"2014"	"985855676"	"Hope Follo Kristne Menighet"	"39"
"2015"	"985855676"	"Hope Follo Kristne Menighet"	"45"
"2016"	"985855676"	"Hope Follo Kristne Menighet"	"48"
"2017"	"985855676"	"Hope Follo Kristne Menighet"	"23"
"2010"	"985977852"	"Det Muslimske Kultursenteret i Aust -Agder"	"327"
"2011"	"985977852"	"Det Muslimske Kultursenteret i Aust -Agder"	"328"
"2012"	"985977852"	"Det Muslimske Kultursenteret i Aust -Agder"	"443"
"2013"	"985977852"	"Det Muslimske Kultursenteret i Aust -Agder"	"356"
"2014"	"985977852"	"Det Muslimske Kultursenteret i Aust -Agder"	"336"
"2015"	"985977852"	"Det Muslimske Kultursenteret i Aust -Agder"	"404"
"2016"	"985977852"	"Det Muslimske Kultursenteret i Aust -Agder"	"547"
"2017"	"985977852"	"Det Muslimske Kultursenteret i Aust -Agder"	"613"
"2010"	"986028471"	"Det Vietnamesiske Buddhist & Kultur Senter i Østfold"	"686"
"2011"	"986028471"	"Det Vietnamesiske Buddhist & Kultur Senter i Østfold"	"750"
"2012"	"986028471"	"Det Vietnamesiske Buddhist & Kultur Senter i Østfold"	"752"
"2013"	"986028471"	"Det Vietnamesiske Buddhist & Kultur Senter i Østfold"	"779"
"2014"	"986028471"	"Det Vietnamesiske Buddhist & Kultur Senter i Østfold"	"913"
"2015"	"986028471"	"Det Vietnamesiske Buddhist & Kultur Senter i Østfold"	"1022"
"2016"	"986028471"	"Det Vietnamesiske Buddhist & Kultur Senter i Østfold"	"1068"
"2017"	"986028471"	"Det Vietnamesiske Buddhist & Kultur Senter i Østfold"	"1141"
"2010"	"986046445"	"Oromo Evangeliske Kirke i Oslo"	"107"
"2011"	"986046445"	"Oromo Evangeliske Kirke i Oslo"	"123"
"2012"	"986046445"	"Oromo Evangeliske Kirke i Oslo"	"121"
"2013"	"986046445"	"Oromo Evangeliske Kirke i Oslo"	"127"
"2014"	"986046445"	"Oromo Evangeliske Kirke i Oslo"	"157"
"2015"	"986046445"	"Oromo Evangeliske Kirke i Oslo"	"166"
"2016"	"986046445"		"—"
"2017"	"986046445"	"Oromo Evangeliske Kirke i Oslo"	"175"
"2010"	"986075631"		"—"
